Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,65,,,,,5,6,4,Sale contract,,6.5
Hà Nội,Hà Đông,Phường Phú Lương,Đường Văn Nội,34,4,2,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,3.34
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Diamond,75,5,11.5,,,4,6,7,Have certificate,,4.2
Long An,Đức Hòa,Thị trấn Hậu Nghĩa,Đường ĐT 823D,168,4,6,,,,3,3,Have certificate,Full,1.6
Hà Nội,Hà Đông,Phường Phú Lương,Đường Văn Nội,31,4,2,Đông - Nam,Đông - Nam,5,3,4,,Full,3.35
Bình Thuận,Phan Thiết,#N/A,Phường Hưng Long,63.6,5,7,Nam,,1,,,Have certificate,,2.15
Hà Nội,Hai Bà Trưng,Phường Cầu Dền,Phố Bạch Mai,52,4,3,,,5,6,6,Have certificate,Full,7.5
Phú Yên,Đông Hòa,#N/A,Xã Hòa Xuân Tây,328,17,5,Đông - Nam,Đông,1,1,1,Have certificate,,1.65
Hồ Chí Minh,Hóc Môn,Xã Thới Tam Thôn,1/,40,4,,,,2,2,2,,,1.48
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường An Thượng 39,60,5,5.5,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,10
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Xuân Thủy,38,4,,,,6,6,6,Have certificate,Full,8
Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,50,4,,,,5,4,,Have certificate,Full,7.3
Hà Nội,Long Biên,Phường Long Biên,Đường Phố Trạm,50,10,,,,5,6,,Have certificate,Full,7.1
Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,60,4,,,,5,4,3,Have certificate,Full,9.7
Bình Dương,Thuận An,Phường An Phú,Đường An Phú 17,81,5,7,,,2,3,3,Have certificate,Basic,3.6
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Bác Ái,72.4,12,12,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,,8.9
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường Hồ Huân Nghiệp,90,5,5.5,,,,,,Have certificate,,5
Hà Nội,Ba Đình,Phường Kim Mã,Đường Núi Trúc,30,3.5,3,,,5,3,4,Have certificate,Full,7.89
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,254 Đường Liên khu 4-5,108,4,12,,,4,5,6,Have certificate,Full,6.5
Đồng Nai,Biên Hòa,Phường Quyết Thắng,Đường Võ Thị Sáu,61,,2,,,1,2,1,Have certificate,,2.75
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Chương Dương,62.9,5.5,,,,2,,,Have certificate,Full,6.2
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Thống Nhất,64,4,6,Đông,Đông,2,3,3,Have certificate,Full,4.8
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Đông Tác,80,4,6,,,2,3,2,Have certificate,Full,4.1
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,100,5,25,Đông,,3,4,4,Sale contract,,4.29
Hồ Chí Minh,Bình Thạnh,Phường 1,Đường Lê Văn Duyệt,70,3.5,8,,,4,6,4,Have certificate,,8.5
Hồ Chí Minh,Gò Vấp,#N/A,Phường 9,74,,,,,4,5,5,Have certificate,,7.3
Bình Dương,Thuận An,#N/A,Phường Bình Chuẩn,66.1,5,5,,,2,3,2,Have certificate,Basic,2.15
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Dự án An Gia Riverside,157,,,,Bắc,,,,Have certificate,Basic,6.1
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Hẻm xe hơi 458,52.6,3,3,Nam,Nam,2,2,3,,,4.78
Hồ Chí Minh,Hóc Môn,Xã Thới Tam Thôn,Đường Trung Đông 13,49,3.6,3.5,,,2,3,2,Sale contract,Full,1.65
Hà Nội,Hai Bà Trưng,Phường Đồng Tâm,Phố Đại La,58,,,,,3,3,,Have certificate,Full,9.5
Hà Nội,Thanh Xuân,Phường Khương Trung,Phố Khương Hạ,50,5,3,,,7,,,Have certificate,Full,9
Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Minh Khai,33,,,,,5,3,4,Have certificate,Full,5.5
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Nguyễn Thị Minh Khai,93.5,,25,,,2,2,2,Have certificate,Basic,5.9
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Dự án An Gia Riverside,153,,,,,,,,,,6
Khánh Hòa,Nha Trang,Phường Vạn Thạnh,Đường 23/10,100,5,3,,Nam,2,3,2,Have certificate,,1.75
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Phùng Chí Kiên,44,4,4,,,,2,,Have certificate,Basic,4.45
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 77,64.8,3.6,2.5,Nam,Nam,3,3,3,Have certificate,Basic,6.2
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lý Chính Thắng,36,,,,,5,4,4,Have certificate,Basic,9.5
Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Thịnh Liệt,33,,,,,5,,,Have certificate,,5.9
Hà Nội,Thanh Trì,Xã Tứ Hiệp,Đường Tựu Liệt,40,3.5,3,,,4,4,3,Have certificate,,3.2
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,100,,,,,3,3,,,,3.1
Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Phạm Văn Đồng,30,,,,,5,3,3,Have certificate,Full,5.86
Hà Nội,Thanh Trì,Xã Tứ Hiệp,Đường Phan Trọng Tuệ,50,4,4,,,4,5,3,Have certificate,Full,3.5
Sơn La,Mai Sơn,Thị trấn Hát Lót,Đường 6,450,15,,,,,,4,Have certificate,Full,5.2
Hà Nội,Hà Đông,Phường Hà Cầu,Đường Lê Hồng Phong,60,,,,,3,,,Have certificate,,9.6
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Phú Mỹ,43,4.1,,,,5,4,4,Have certificate,Full,7.95
Hà Nội,Hoài Đức,#N/A,Xã Di Trạch,42,,,,,4,,,,,4.35
Hồ Chí Minh,Bình Tân,#N/A,Phường Tân Tạo,40,,,,,2,2,2,Have certificate,Full,2.4
Hải Phòng,Kiến An,Phường Nam Sơn,Đường Chiêu Chinh,64,,5,,,2,3,,,,1.56
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Liên Khu 5-6,60,,6,Đông,,2,,,Have certificate,,4.1
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Tô Ký,98,4.7,4,,,2,3,2,Have certificate,Full,5.69
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,58,,,,,,,,Sale contract,,6.9
Hà Nội,Huyện Chương Mỹ,#N/A,Xã Phụng Châu,30,,,,,5,,,Have certificate,,3
Hồ Chí Minh,Gò Vấp,Phường 17,Đường Lê Hoàng Phái,81.8,,,,,,,,,,8.9
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,35,4,3.5,,,3,3,3,Have certificate,Basic,1.85
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án The Crown - Vinhomes Ocean Park 3,60,4,13,Đông - Bắc,Đông - Bắc,5,,,Have certificate,,7
Hồ Chí Minh,Thủ Đức,Phường Linh Tây,Đường Số 13,110.8,5.46,,Đông - Nam,,2,3,2,Have certificate,Basic,9
Hồ Chí Minh,Bình Thạnh,Phường 12,Đường Nơ Trang Long,53,7.7,5.5,,,2,3,2,Have certificate,Full,5.9
Hồ Chí Minh,Quận 1,Phường Cầu Kho,Hẻm 555,35,3,6,,,3,2,2,Have certificate,Basic,5.7
Hồ Chí Minh,Hóc Môn,Xã Thới Tam Thôn,Đường Phạm Thị Giây,86,4,20,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Full,7.2
Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Đường Lâm Thị Hố,87,5,10,,,3,4,5,Have certificate,,5.95
Hồ Chí Minh,Quận 10,Phường 15,Đường Hồ Bá Kiện,30,3.5,20,Tây - Nam,Nam,3,2,2,Have certificate,Full,8.8
Hải Phòng,Kiến An,#N/A,Phường Đồng Hòa,64,4,,,,2,,,,,1.62
Hồ Chí Minh,Thủ Đức,Phường Linh Trung,Đường Linh Trung,80,5,12,Đông - Nam,,3,2,3,Have certificate,Basic,10
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Đặng Vũ Hỷ,46,,,,,4,4,,Have certificate,,5.95
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Thái Tông,47,4.5,3.5,,,5,4,4,Have certificate,Full,5.69
Hà Nội,Đống Đa,Phường Láng Thượng,Phố Pháo Đài Láng,43,4.5,3.5,,,5,4,4,Have certificate,Full,5.95
Hà Nội,Thanh Xuân,Phường Nhân Chính,Ngõ 72,61,,4,,,4,4,3,Have certificate,Full,8.6
Hà Nội,Hai Bà Trưng,Phường Trương Định,Ngõ 158,22,,,,,3,2,3,,,3.35
Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,38,5,,,,5,,,Have certificate,Basic,6.2
Bình Thuận,Thành phố Phan Thiết,#N/A,Dự án NovaWorld Phan Thiết,120,6,13,,,2,3,3,Sale contract,,3.3
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Lê Đức Thọ,75,,8,,,4,6,4,Have certificate,,8.2
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,108,,12,,,3,4,4,Have certificate,Full,9.5
Hải Phòng,Hồng Bàng,Phường Thượng Lý,Dự án Hoàng Huy Riverside,69,6,7,Đông - Nam,Đông - Nam,5,4,4,Have certificate,,8.5
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,103,6,3,,,3,3,3,Have certificate,,2.63
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Melosa Garden,85,5,14,Đông - Nam,,3,4,3,Have certificate,Full,8.3
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Hoa Sữa,68,16,12,,,4,4,4,Have certificate,Full,10
Hồ Chí Minh,Gò Vấp,Phường 10,Đường Quang Trung,61,4,7,,,2,2,3,Have certificate,,6.5
Long An,Bến Lức,Xã An Thạnh,Dự án Waterpoint,225,15,10,Bắc,Bắc,2,5,4,Sale contract,,8
Khánh Hòa,Nha Trang,Phường Vĩnh Hải,Đường Nguyễn Biểu,156,8,,Tây - Bắc,,2,2,2,Have certificate,Full,8.56
Hồ Chí Minh.,Thủ Đức,Phường Hiệp Bình Chánh,Đường Số 20,69,5.8,6,,,3,4,4,Have certificate,Basic,3.6
Đồng Nai,Long Thành,Xã Phước Thái,Ấp 1c,186,10,2.5,Đông,Đông,1,3,2,Have certificate,,2.05
Hồ Chí Minh,Tân Bình,Phường 14,Đường Trương Công Định,60,,,,,3,3,4,Have certificate,,6.7
Hà Nội,Bắc Từ Liêm,Phường Phúc Diễn,Đường Đức Diễn,45,4,3,,,5,6,4,Have certificate,Full,4.19
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,70,5,20,Tây - Bắc,Tây - Bắc,5,6,4,Sale contract,,8
Hải Phòng,Hải An,Phường Đằng Hải,Đường Đằng Hải,38,4,5,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,2.28
Hải Phòng,Hồng Bàng,Phường Thượng Lý,Đường Hùng Duệ Vương,39,3.4,5,Bắc,,2,2,1,Have certificate,,2.25
Hồ Chí Minh,Quận 3,Phường 4,Đường Số 4 Cư xá Đô Thành,44,,3,,,2,1,2,Have certificate,Basic,5.2
Đồng Nai,Long Thành,Xã Phước Thái,Đường Quốc Lộ 51,85,4.4,4,Đông,Đông,1,2,1,Have certificate,Basic,1.5
Hà Nội,Long Biên,#N/A,Phường Bồ Đề,55,4.8,,,,4,4,3,Have certificate,Basic,6.7
Hồ Chí Minh.,Quận 9,Phường Trường Thạnh,Dự án Đông Tăng Long,131,5,20,,,3,4,3,,,6.99
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Nguyễn Văn Cừ,66,,,,,5,5,4,Have certificate,Basic,8.5
Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,50,,,,,5,5,,Have certificate,Full,9.9
Hà Nội,Long Biên,#N/A,Phường Bồ Đề,41,4,,,,5,,,Have certificate,,7.9
Hải Phòng,Lê Chân,Phường Niệm Nghĩa,Đường Phạm Hữu Điều,38,4.3,3.2,Đông - Bắc,,3,3,2,Have certificate,Basic,2.7
Đồng Nai,Long Thành,Xã Phước Thái,Đường Phước Thái,180,1.5,3,,,,2,1,Have certificate,,1.59
Hải Phòng,Lê Chân,Phường Kênh Dương,Dự án Khu nhà ở thương mại Nguyễn Tất Tố,68,5,20,,,4,6,5,Have certificate,,9.5
Hải Phòng,Kiến An,Phường Đồng Hòa,Dự án HP Elite Central,60,14.4,,,,4,7,6,,,5.4
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Độc Lập,16,4,2.2,Đông,Đông,2,2,2,Have certificate,Full,2.4
Hà Nội,Hà Đông,#N/A,Phường Biên Giang,30.1,3.4,3,,,5,3,4,Have certificate,Basic,2.55
Hồ Chí Minh.,Bình Tân,Phường Bình Trị Đông A,Đường Lê Văn Quới,80,,6,,,5,5,5,Have certificate,,5.5
Hòa Bình,Lương Sơn,#N/A,Xã Cư Yên,270,,,,,,2,,,,2.5
Đắk Lắk,Buôn Ma Thuột,Xã Cư Ebur,Thôn 8,115,,,Bắc,,1,2,1,,,1.55
Hồ Chí Minh,Phú Nhuận,Phường 11,347/33/3 Đường Huỳnh Văn Bánh,55,5,4,,,3,4,4,Have certificate,Full,7.5
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Trần Hưng Đạo,110,5,8,,,3,,,Have certificate,,6.39
Bình Thuận,Phan Thiết,Xã Tiến Thành,Dự án NovaWorld Phan Thiết,100,5,,,,2,2,3,Sale contract,,3.35
Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,30,,,,,5,3,3,Have certificate,Basic,4.6
Hồ Chí Minh,Tân Bình,Phường 7,Đường Lý Thường Kiệt,60,,7,,,5,5,5,,,7.99
Hải Phòng,Hải An,Phường Đằng Lâm,Đường Ngô Gia Tự,44,,,,,,,,,,2.8
Lâm Đồng,Đức Trọng,Thị trấn Liên Nghĩa,Đường Quốc Lộ 20,335,8,5,Đông - Bắc,Đông - Bắc,1,4,2,Have certificate,Full,6.5
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,91,6,13,Đông,,,,,Sale contract,,8.6
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Hương lộ 2,60,,,,,4,4,3,Have certificate,,4.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,56,,,,,3,4,5,Have certificate,,6.6
Hà Nội,Hoài Đức,#N/A,Xã Di Trạch,35,,,,,5,,,,,4.8
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,351,54,4,7,,,4,4,5,Have certificate,Full,7.9
Hà Nội,Long Biên,Phường Thượng Thanh,Đường Thanh Am,55,,,,,4,4,,,Full,6.5
Khánh Hòa,Nha Trang,Phường Phước Long,Dự án VCN - Phước Long,60,6,13,Tây - Nam,,3,4,4,Have certificate,Full,5.5
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Trần Văn Ơn,60,5,8,Bắc,Bắc,3,3,3,Have certificate,Full,4.7
Hồ Chí Minh,Hóc Môn,#N/A,Xã Xuân Thới Sơn,196.3,7.4,,,,,4,2,Have certificate,,4.8
Hà Nội,Quận Hoàng Mai,P. Hoàng Văn Thụ,120 Hoàng Mai,31,3.3,,Tây - Nam,,5,,,Have certificate,,4.45
Lâm Đồng,Đà Lạt,Phường 6,Phố Mai Hắc Đế,73,,,,,3,5,,,,7.25
Hà Nội,Chương Mỹ,#N/A,Thị trấn Chúc Sơn,76,5,8,Tây,Tây,5,8,9,Have certificate,Full,8.1
Đà Nẵng,Cẩm Lệ,Phường Hòa Xuân,Đường Nguyễn Mậu Tài,100,5,7.5,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,6.2
Hà Nội,Long Biên,Phường Đức Giang,Đường Ô Cách,54,,2,,,4,4,4,Have certificate,Full,5
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hòa,73.2,4,6,,,1,2,2,Have certificate,Basic,5.9
Hà Nội.,Nam Từ Liêm,Phường Cầu Diễn,Ngõ 342,42,3.8,3,,,5,6,4,Have certificate,Full,4.12
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 6,Hẻm 37,268,,6,Tây - Nam,,,,,Have certificate,Full,8.8
Hồ Chí Minh,Nhà Bè,Thị trấn Nhà Bè,Hẻm 2506,70,5,3,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Basic,4.45
Khánh Hòa,Nha Trang,Phường Vĩnh Hải,Đường Hoàng Trinh,60,3.9,6,Bắc,Bắc,2,3,2,Have certificate,Full,5
Bình Dương,Thuận An,Phường Bình Chuẩn,Đường Bình Chuẩn 3,90,5.98,5,,,2,3,3,Have certificate,Full,2.6
Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Láng,26,,,,,1,1,1,Have certificate,Full,2.75
Hà Nội,Đông Anh,Xã Vân Nội,Đường 23B,55,5,3,,,4,4,3,,,4
Đà Nẵng,Cẩm Lệ,Phường Hòa Xuân,Đường Đô Đốc Lân,100,5,10.5,,,2,3,2,Have certificate,Full,4.5
Bình Dương,Thuận An,Phường Bình Chuẩn,Đường Bình Chuẩn 3,90,6,6,,,2,3,2,Have certificate,Full,2.6
Khánh Hòa,Nha Trang,Phường Phước Hải,Dự án KĐT Lê Hồng Phong I,80,5,13,,,4,4,5,,,6.3
Hồ Chí Minh,Tân Bình,Phường 14,Đường Bàu Cát,40,,,,,4,3,4,Have certificate,,7.8
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,34,,,,,4,3,3,Have certificate,Full,4.5
Hồ Chí Minh,Tân Bình,Phường 15,Đường Nguyễn Phúc Chu,85,5,5,,,3,4,,Have certificate,Full,7.8
Hòa Bình,Lương Sơn,Xã Lâm Sơn,Dự án Ivory Villas & Resort,400,26,8,,,2,3,3,Have certificate,Full,8
Bắc Ninh,Từ Sơn,Xã Phù Chẩn,Dự án Belhomes Từ Sơn,127,,12,Nam,,3,,,,,6.6
Hà Nội,Đống Đa,Phường Trung Phụng,Phố Khâm Thiên,45,5,4,,,3,3,3,Have certificate,Full,7.7
Hồ Chí Minh,Quận 8,Phường 7,Dự án KDC Chợ Bình Điền,80,5,12,,,3,7,7,Have certificate,,6.3
Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Mễ Trì Thượng,56,3.7,4,Tây - Nam,Tây - Nam,1,1,1,Have certificate,,6.2
Hồ Chí Minh,Gò Vấp,Phường 10,Đường Quang Trung,106,,,,,2,2,2,Have certificate,,6.7
Hồ Chí Minh,Gò Vấp,Phường 8,Đường Quang Trung,45.9,,,,,3,4,4,Have certificate,Full,4.5
Hà Nội,Hoài Đức,Xã Vân Canh,Đường 422B,40,3.5,2.3,Đông,Bắc,5,4,4,Have certificate,Full,5.25
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Hẻm 193,60,,,,,5,4,5,Have certificate,Full,9.5
Hồ Chí Minh,Tân Bình,Phường 2,Đường Bùi Thị Xuân,45,,,,,3,3,,Have certificate,,5.65
Hà Nội,Thanh Trì,Xã Tam Hiệp,Đường Yên Ngưu,38,,,,,4,3,3,Have certificate,,3.5
Hải Phòng,Hải An,Phường Đông Hải 1,737 Đường Nguyễn Bỉnh Khiêm,40,4,2.5,Tây - Nam,Tây - Nam,4,3,3,Have certificate,,1.9
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Hoàng Liệt,38,4,2,,,3,3,3,,,3.5
Hồ Chí Minh,Quận 10,Phường 14,Số 7,30,,3,,,4,3,3,Have certificate,Basic,4.5
Bà Rịa Vũng Tàu,Thị xã Phú Mỹ,#N/A,Xã Tân Hải,166,6,5,Đông,,1,3,1,Have certificate,Basic,2.5
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Tả Thanh Oai,39,,2,,,4,3,3,Have certificate,Full,2.85
Hà Nội,Ba Đình,Phường Liễu Giai,Đường Văn Cao,40,4,5,,,6,4,5,Have certificate,Full,9.7
Hà Nội,Thanh Trì,Xã Thanh Liệt,Đường Thanh Liệt,36,4,3,,,4,3,3,Have certificate,Full,3.8
Bình Dương,Thủ Dầu Một,Phường Định Hòa,Đường DX 070,75,,7,,,2,3,2,Have certificate,,2.87
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường 12A,24,,3,,,2,2,2,Have certificate,,2.85
Hà Nội,Thanh Trì,Xã Tam Hiệp,Đường Tựu Liệt,39,,,,,5,4,3,Have certificate,,4.35
Khánh Hòa,Nha Trang,Phường Phước Hải,Dự án KĐT Lê Hồng Phong II,90,4.5,12,,,3,4,4,Sale contract,,7.2
Khánh Hòa,Nha Trang,Xã Vĩnh Ngọc,Đường Phú Nông,80.7,4,4,,,3,4,4,Have certificate,,3.3
Bình Dương,Thủ Dầu Một,Phường Tân An,Đường Nguyễn Chí Thanh,105,5,4.4,Đông - Nam,Đông - Nam,,3,2,,,2.5
Hồ Chí Minh,Phú Nhuận,Phường 11,Đường Lê Văn Sỹ,42,,2,,,4,5,,,,5.6
Khánh Hòa,Nha Trang,Phường Phước Tiến,Đường Mạc Đĩnh Chi,74.2,4.5,,,,3,4,3,,,9
Hà Nội,Hà Đông,#N/A,Phường Vạn Phúc,50,,,,,5,4,4,Have certificate,Basic,9.5
Khánh Hòa,Diên Khánh,Xã Diên Toàn,Đường Võ Nguyên Giáp,150,,,,,,3,3,,,5.4
Hồ Chí Minh,Gò Vấp,Phường 17,Đường Lê Thị Hồng,55,,12,,,,,,,,6.8
Khánh Hòa,Nha Trang,#N/A,Phường Vĩnh Phước,72.9,,,,,,,,,Full,3.5
Phú Thọ,Việt Trì,Phường Nông Trang,Phố Vũ Duệ,172,8,,,,2,,,Have certificate,Full,6.3
Đà Nẵng,Thanh Khê,Phường Vĩnh Trung,Đường Nguyễn Hoàng,75,4.5,7.5,,,4,3,4,Have certificate,,9.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,82.2,,,,,4,5,5,Have certificate,,7.1
Khánh Hòa,Nha Trang,Xã Vĩnh Thái,Dự án Mỹ Gia,100,5,,,,3,4,4,Have certificate,Full,6
Phú Thọ,Việt Trì,Phường Tiên Cát,Phố Tiên Dung,82.5,5.5,,,,2,2,2,Have certificate,Full,9.3
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án Mega Complex - Vinhomes Ocean Park 2,91,,,,,,,,,,8.67
Hưng Yên,Văn Giang,Xã Nghĩa Trụ,Dự án Mega Complex - Vinhomes Ocean Park 2,75,5,,,,,,,,,9.3
Hồ Chí Minh,Bình Tân,#N/A,Phường An Lạc,95,6,12,,,4,5,5,Have certificate,,9.99
Hải Phòng,Hải An,Phường Đông Hải 1,Đường Nguyễn Bỉnh Khiêm,40,,,,,3,3,3,,,2.28
Khánh Hòa,Nha Trang,Xã Vĩnh Hiệp,Đường Gò Găng,97,5,10,Đông - Bắc,,1,2,2,Have certificate,,3.95
Bình Dương,Dĩ An,#N/A,Phường Dĩ An,38,,3,Tây,,2,3,2,Have certificate,,1.98
Bến Tre.,Châu Thành,Thị trấn Châu Thành,Đường Tỉnh lộ 60,130,16,7,Bắc,Bắc,,2,1,Have certificate,Basic,1.8
Hà Nội,Đống Đa,Phường Khương Thượng,Ngõ 354,20,3,2,Tây - Nam,Tây - Nam,4,3,3,,,3.55
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Villas,180,9,15,Nam,Nam,3,4,4,Have certificate,,9.6
Hà Nội,Đông Anh,#N/A,Xã Vân Nội,50.2,5,3.5,,,5,4,3,Have certificate,Basic,4.25
Hồ Chí Minh,Quận 10,Phường 10,Đường Tô Hiến Thành,56,,,,,4,,,,,10
Hồ Chí Minh,Quận 7,#N/A,Phường Tân Hưng,50,4.14,10,Đông,Đông,5,5,6,,,10
Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,35,4.8,,,,5,,,Have certificate,,4.4
Hà Nội,Hoài Đức,Xã Vân Canh,Đường An Trai,45,,,,,5,6,,Have certificate,,5.15
Vĩnh Phúc,Vĩnh Yên,Phường Khai Quang,Đường Phùng Dong Oánh,100,5,14,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Basic,4.3
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,47,4,3,,,3,3,3,Have certificate,Basic,2.35
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Nguyễn Thị Chạy,50,4,5,Tây,Tây,2,2,2,,Full,1.47
Vĩnh Phúc,Vĩnh Yên,Xã Định Trung,Đường Nguyễn Viết Tú,109,5,17,Đông - Nam,Đông - Nam,4,5,4,Have certificate,Full,5.8
Hà Nội,Tây Hồ,Phường Phú Thượng,Ngõ 409,50,3.6,,,,4,4,3,Have certificate,Full,5.85
Đà Nẵng,Liên Chiểu,Phường Hòa Hiệp Nam,Dự án Lakeside Palace,100,5,10.5,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Basic,3.9
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Ngõ 207,48,4,,,,,,,Have certificate,,7.7
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Trương Phước Phan,57,4,7,,,4,4,5,Have certificate,Basic,6.8
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,168,,,,,2,,,Have certificate,,4.9
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,168,,,,,2,,,,,4.9
Hà Nội,Long Biên,Phường Bồ Đề,Đường Lâm Du,35,3.5,,,,5,,,,,7.24
Đà Nẵng,Hải Châu,Phường Thanh Bình,Đường Thanh Long,67,,,,,1,,,,,6
Hà Nội,Chương Mỹ,Thị trấn Chúc Sơn,Đường Quốc lộ 6,51,4,4,,,3,3,3,Have certificate,Full,2.6
Đà Nẵng,Ngũ Hành Sơn,Phường Hòa Quý,Dự án Hòa Quý City,133.3,,,Tây - Bắc,,2,,,,,6.5
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Ấp Chiến Lược,120,,,,,1,1,1,Have certificate,,9.3
Hà Nội,Chương Mỹ,#N/A,Xã Phụng Châu,38,3.5,3,,,3,4,3,Have certificate,Basic,2.18
Hà Nội,Quốc Oai,Xã Đại Thành,Đường Liên Xã,45,4.4,4.5,,,3,3,3,Have certificate,Basic,3.15
Hồ Chí Minh,Quận 10,Phường 14,Đường Lý Thường Kiệt,56,,,,,2,3,3,Have certificate,Full,2.28
Đà Nẵng,Hải Châu,Phường Hòa Thuận Tây,Đường Nguyễn Thành Hãn,99.3,,2.5,Đông - Nam,,1,2,1,Have certificate,,3.1
Đà Nẵng,Hải Châu,Phường Hòa Cường Bắc,Đường Hoàng Thúc Trâm,51,5,,,,4,4,4,Have certificate,Full,4.3
