Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hồ Chí Minh,Phú Nhuận,Phường 4,Đường Nguyễn Kiệm,53.0,4.0,,,,1.0,2.0,2.0,Have certificate,Basic,4.35
Bình Dương,Thủ Dầu Một,Phường Tương Bình Hiệp,Đường Hồ Văn Cống,90.0,4.0,5.0,Tây - Bắc,Tây - Bắc,1.0,3.0,2.0,Have certificate,Full,2.28
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Quang Trung,68.0,4.0,8.0,,,4.0,4.0,4.0,Have certificate,Full,9.25
Đà Nẵng,Thanh Khê,Phường Thạc Gián,Đường Nguyễn Tri Phương,66.0,5.4,3.5,Tây - Bắc,Tây - Bắc,1.0,2.0,2.0,Have certificate,,3.8
Bình Dương,Dĩ An,Phường Dĩ An,Đường 2,120.0,5.0,12.0,,,1.0,6.0,6.0,Have certificate,Basic,4.3
Vĩnh Phúc,Phúc Yên,Phường Nam Viêm,Dự án Khu đô thị Nam Phúc Yên,100.0,5.0,24.0,,,4.0,,,Have certificate,,5.2
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Tăng Bạt Hổ,45.0,,7.0,,,3.0,3.0,2.0,Have certificate,Full,6.25
Hà Nội,Thanh Trì,Xã Ngọc Hồi,Đường 1A,45.0,4.0,6.0,Tây - Nam,Tây - Nam,4.0,4.0,4.0,,,4.45
Hà Nội,Hoàng Mai,Phường Tương Mai,Ngõ 141,41.0,3.0,5.0,,,5.0,3.0,4.0,Have certificate,Full,5.35
Hồ Chí Minh,Quận 4,Phường 4,Đường Tôn Thất Thuyết,39.5,,,,,4.0,3.0,3.0,Have certificate,,6.6
Hải Phòng,An Dương,Xã Lê Lợi,Dự án Itaewon An Dương,82.5,,15.5,Tây - Bắc,,4.0,4.0,3.0,,,5.71
Hà Nội,Long Biên,Phường Ngọc Lâm,Ngõ 67,55.0,5.0,,,,5.0,4.0,4.0,Have certificate,Full,9.3
Hồ Chí Minh,Quận 10,Phường 12,Đường Cách Mạng Tháng Tám,53.0,,,,,2.0,3.0,2.0,Have certificate,,9.3
Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,Ngõ 81,35.0,,,,,5.0,3.0,3.0,Have certificate,Basic,4.85
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Cầu Bươu,70.0,4.5,4.0,,,3.0,4.0,3.0,Have certificate,Full,6.8
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,31.0,,,,,,3.0,,Have certificate,Full,4.19
Hà Nội,Long Biên,Phường Phúc Đồng,Dự án Hope Residence,115.0,,,,,2.0,2.0,2.0,Have certificate,,6.3
Hồ Chí Minh,Quận 12,,Phường Thới An,38.0,,3.0,,,2.0,2.0,1.0,Have certificate,,3.25
Hồ Chí Minh,Quận 12,,Phường Thạnh Xuân,68.0,,10.0,,,4.0,4.0,,,,5.6
Hà Nội.,Nam Từ Liêm,Phường Đại Mỗ,Đường Quang Tiến,50.0,5.0,4.0,,,5.0,4.0,4.0,Have certificate,,7.25
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,100.0,,,,,3.0,3.0,,,,3.1
Hồ Chí Minh,Gò Vấp,Phường 4,Đường Nguyễn Thái Sơn,61.0,,,,,1.0,4.0,3.0,Have certificate,Full,5.0
Hải Phòng,An Dương,Xã An Hồng,Đường 10,60.0,5.0,3.0,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Full,1.49
Hồ Chí Minh,Hóc Môn,Xã Trung Chánh,Đường Tô Ký,52.0,,9.0,Đông - Nam,,3.0,4.0,3.0,Have certificate,,4.68
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường D11,100.0,12.0,12.0,,,1.0,7.0,7.0,Have certificate,,8.4
Hồ Chí Minh,Nhà Bè,Xã Phước Kiển,Gia Long Riverside Nhà Bè,86.1,,12.0,Tây - Bắc,Bắc,4.0,4.0,5.0,Have certificate,Full,8.5
Hải Phòng,Thủy Nguyên,Xã An Lư,Dự án Belhomes Hải Phòng,75.0,5.0,12.0,Nam,Nam,3.0,4.0,4.0,Have certificate,,3.9
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,55.0,4.0,6.0,,,4.0,4.0,6.0,Have certificate,Full,7.55
Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,Đường Hà Đặc,92.0,,,,,4.0,5.0,4.0,Have certificate,Full,6.5
Hồ Chí Minh,Quận 6,Phường 10,Đường Lý Chiêu Hoàng,30.4,3.5,12.0,Nam,Nam,3.0,5.0,3.0,Have certificate,Full,6.2
Hà Nội,Hà Đông,Phường Quang Trung,Đường Quang Trung,58.0,,,,,5.0,4.0,4.0,Have certificate,,8.2
Hà Nội,Đống Đa,Phường Khâm Thiên,Phố Khâm Thiên,54.0,,,,,5.0,,,,,7.86
Hồ Chí Minh,Gò Vấp,Phường 9,Đường Phạm Văn Chiêu,56.0,,4.0,,,4.0,5.0,3.0,Have certificate,,7.2
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,52.0,,5.0,,,3.0,3.0,4.0,Have certificate,Full,5.9
Bình Dương,Thủ Dầu Một,Phường Phú Hòa,Dự án Uni-town,100.0,,,Đông - Bắc,,3.0,5.0,6.0,Sale contract,,5.5
Hà Nội,Hoài Đức,Xã An Khánh,Đường Ngãi Cầu,35.0,5.0,2.5,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Basic,3.8
Hồ Chí Minh,Phú Nhuận,Phường 13,Đường Lê Văn Sỹ,60.0,6.0,6.0,,,1.0,1.0,1.0,Have certificate,Basic,8.4
Khánh Hòa,Ninh Hòa,Phường Ninh Thủy,Đường 1,221.0,12.0,20.0,,,2.0,7.0,7.0,Have certificate,,7.0
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Nguyễn Đức Cảnh,48.0,5.0,4.0,,,4.0,4.0,3.0,Have certificate,Full,8.2
Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Lâm Văn Bền,80.0,,,,,2.0,2.0,2.0,Have certificate,Basic,9.9
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Nguyễn Thị Thập,51.0,4.0,4.0,,,2.0,2.0,2.0,Have certificate,,5.2
Hà Nội,Hà Đông,Phường Hà Cầu,Đường Hà Trì 2,37.0,3.5,2.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Basic,4.9
Hà Nội.,Nam Từ Liêm,Phường Cầu Diễn,Đường Liên Cơ,37.0,4.0,3.0,,,7.0,5.0,7.0,Have certificate,Full,9.0
Bình Dương,Dĩ An,Phường Đông Hòa,Phố Hai Bà Trưng,80.0,,5.0,Bắc,,2.0,3.0,2.0,Have certificate,,3.9
Long An,Bến Lức,Xã An Thạnh,Dự án Waterpoint,225.0,12.0,,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Sale contract,,9.0
Hà Nội,Hà Đông,Phường Văn Quán,Đường Chiến Thắng,36.0,,,,,,,,Have certificate,,7.1
Hưng Yên,Yên Mỹ,Xã Yên Phú,Sông Hồng Diamond City,88.0,,,,,,,,Sale contract,,7.7
Hồ Chí Minh,Bình Chánh,,Xã Phong Phú,95.0,5.0,12.0,Nam,Nam,4.0,6.0,5.0,Have certificate,Basic,7.3
Hồ Chí Minh,Quận 7,Phường Tân Kiểng,Đường Lâm Văn Bền,100.0,5.0,,,,1.0,2.0,2.0,Have certificate,,8.7
Hồ Chí Minh,Quận 10,Phường 14,Đường Nguyễn Ngọc Lộc,30.0,,3.0,,,3.0,2.0,2.0,Have certificate,Full,5.7
Thái Nguyên.,Sông Công,Phường Mỏ Chè,Dự án Vincom Shophouse Sông Công,62.5,,,Đông - Nam,,4.0,5.0,5.0,,Basic,3.5
Hồ Chí Minh,Tân Bình,Phường 4,Đường Xuân Hồng,64.0,,,,,4.0,6.0,7.0,Have certificate,,6.2
Khánh Hòa,Nha Trang,Phường Vĩnh Nguyên,Đường Khe Sanh,25.3,,10.0,Tây - Nam,,4.0,4.0,3.0,Have certificate,Full,2.95
Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Thanh Lân,30.0,3.8,2.0,Tây,Tây,5.0,3.0,3.0,Have certificate,,4.6
Lào Cai,Sa Pa,Phường Phan Si Păng,Dự án SaPa City Clouds,100.0,5.0,12.0,Đông - Bắc,Đông - Bắc,4.0,7.0,6.0,Have certificate,Basic,5.9
Bình Dương,Dĩ An,,Phường An Bình,55.0,,,,,,,,,,3.15
Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Ngõ 18,35.0,3.8,2.5,Đông - Bắc,Đông - Bắc,7.0,3.0,4.0,Have certificate,Full,9.3
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Nguyên Hồng,70.0,,,,,4.0,4.0,4.0,Have certificate,Full,7.3
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Phố Trần Cung,30.5,4.7,,,,5.0,3.0,4.0,Have certificate,Full,5.2
Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,44.0,,,,,5.0,6.0,4.0,,,7.9
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Nguyễn Phi Khanh,29.0,2.55,4.0,Tây - Bắc,Tây - Bắc,4.0,3.0,3.0,Have certificate,Basic,5.5
Hồ Chí Minh,Nhà Bè,Xã Long Thới,Đường Nguyễn Văn Tạo,120.0,6.0,20.0,,,2.0,3.0,3.0,Have certificate,Full,6.5
Long An,Tân Trụ,Xã Nhựt Ninh,Đường Tỉnh lộ 833,238.0,7.0,16.0,Tây,,,3.0,2.0,Have certificate,Basic,2.9
Hồ Chí Minh,Tân Bình,Phường 9,730,65.0,5.0,5.0,,,2.0,3.0,2.0,Have certificate,,8.7
Hồ Chí Minh,Thủ Đức,,Phường Tam Bình,50.0,,,,,2.0,2.0,2.0,Have certificate,Basic,3.0
Quảng Nam,Hội An,Xã Cẩm Thanh,Đường Cửa Đại,391.0,,5.0,Đông - Nam,,,4.0,5.0,Have certificate,Full,8.15
Hồ Chí Minh,Quận 1,Phường Nguyễn Cư Trinh,Đường Nguyễn Văn Cừ,30.0,,,,,4.0,3.0,2.0,Have certificate,Basic,7.2
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,30.0,,,,,,,,Have certificate,Full,5.28
Hồ Chí Minh,Quận 9,Phường Phước Long B,Đường Dương Đình Hội,52.0,4.0,4.0,,,2.0,3.0,3.0,Have certificate,Full,3.99
Hồ Chí Minh,Bình Thạnh,Phường 12,Đường Nơ Trang Long,55.0,,,,,2.0,3.0,2.0,,,6.2
Bà Rịa Vũng Tàu,Long Điền,,Thị trấn Long Hải,100.0,,,,,2.0,2.0,2.0,Have certificate,Full,2.5
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,188/36 Đường Liên khu 4-5,56.0,4.0,8.0,Tây,,4.0,4.0,5.0,Have certificate,Full,4.75
Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Đào Tấn,34.0,5.0,2.0,,,5.0,3.0,4.0,Have certificate,,5.95
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Bùi Xương Trạch,33.0,4.0,3.0,,,5.0,3.0,,Have certificate,,5.6
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,48.0,,,Đông - Nam,,5.0,4.0,3.0,,,5.3
Hồ Chí Minh,Quận 7,,Phường Tân Quy,72.0,,,,,,,,,,9.5
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 13,40.0,,3.0,,,2.0,2.0,2.0,Have certificate,,2.89
Khánh Hòa,Nha Trang,Xã Vĩnh Thạnh,Đường Phú Thiện,79.0,,,,,2.0,2.0,2.0,Have certificate,,2.6
Hà Nội,Long Biên,,Phường Bồ Đề,40.0,4.5,2.0,,,6.0,3.0,4.0,Have certificate,,9.3
Hồ Chí Minh,Gò Vấp,Phường 3,Đường Nguyễn Văn Công,43.0,,,,,2.0,2.0,2.0,,,6.45
Hồ Chí Minh,Quận 9,Phường Phước Long B,Đường 297,134.0,4.5,5.0,,,,,,Have certificate,Basic,7.0
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Quốc Vượng,40.0,,,,,4.0,,,Have certificate,,8.95
Hải Phòng,Kiến An,Phường Lãm Hà,Đường Trường Chinh,120.0,4.4,,Tây - Bắc,,2.0,2.0,2.0,Have certificate,,7.5
Bình Định,Phù Cát,Xã Cát Tiến,Dự án The Ocean Villas Quy Nhơn,240.0,10.0,10.0,Tây - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Basic,7.8
Hồ Chí Minh,Quận 12,Phường Thới An,14/3,30.0,3.2,,,,4.0,4.0,3.0,,,2.03
Khánh Hòa,Nha Trang,Phường Phước Hải,Dự án KĐT Lê Hồng Phong II,90.0,5.0,,Đông - Nam,,3.0,3.0,3.0,Sale contract,Full,7.0
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Xuân La,40.0,4.0,,,,5.0,,,,,5.95
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Bình Long,34.0,5.3,3.0,,,2.0,2.0,2.0,Have certificate,Full,2.47
Khánh Hòa,Nha Trang,,Phường Phương Sơn,72.3,4.5,5.0,Tây - Nam,,3.0,3.0,4.0,Have certificate,Full,6.2
Hồ Chí Minh,Tân Bình,Phường 12,Đường Bàu Cát 1,38.0,,,,,5.0,4.0,5.0,,,9.1
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,Đường Hương lộ 2,80.0,8.0,8.0,,,,7.0,5.0,Have certificate,Full,8.1
Hồ Chí Minh,Bình Tân,Phường Tân Tạo,Đường Lê Đình Cẩn,54.0,4.0,6.0,,,4.0,4.0,5.0,Have certificate,Basic,5.6
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Ngõ Hòa Bình 2,36.0,3.6,,,,,,,Have certificate,,8.1
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Dịch Vọng,40.0,3.5,4.0,,,5.0,6.0,3.0,Have certificate,,7.85
Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường Lê Trọng Tấn,72.0,4.0,10.0,,,2.0,,,Have certificate,,7.6
Hồ Chí Minh,Gò Vấp,,Phường 5,80.0,,,,,3.0,,,,,6.0
Hà Nội.,Nam Từ Liêm,Phường Đại Mỗ,Đường Đại Mỗ,61.0,4.2,2.5,Đông - Bắc,Đông - Bắc,4.0,3.0,2.0,Have certificate,Full,7.6
Hà Nội,Long Biên,Phường Phúc Đồng,Đường Phúc Đồng,42.0,5.0,4.0,,,1.0,1.0,1.0,Have certificate,,7.1
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Phan Văn Trị,58.0,,,,,5.0,,,Have certificate,Full,9.9
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Hà Huy Giáp,110.0,,,,,2.0,3.0,2.0,Have certificate,Basic,6.2
Hồ Chí Minh,Quận 10,Phường 4,Đường Nguyễn Tri Phương,48.1,,3.0,Đông - Nam,,2.0,2.0,2.0,Have certificate,,5.58
Đà Nẵng,Ngũ Hành Sơn,,Phường Hòa Quý,100.0,5.0,7.5,Tây - Bắc,Tây - Bắc,1.0,2.0,1.0,Have certificate,Full,3.15
Hà Nội,Hai Bà Trưng,Phường Bạch Đằng,Đường Lương Yên,47.0,,,,,3.0,4.0,,Have certificate,,7.0
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Nguyễn Văn Đậu,36.0,,,,,2.0,2.0,2.0,Have certificate,,4.19
Hồ Chí Minh,Quận 8,Phường 12,Đường Tuy Lý Vương,66.0,4.3,,,,4.0,3.0,2.0,Have certificate,Basic,8.0
Hải Phòng,Thủy Nguyên,Xã Thủy Đường,Dự án Sapphire Gem Hải Phòng,110.0,5.0,15.0,Nam,Nam,3.0,4.0,5.0,,,5.5
Bắc Giang,Bắc Giang,Phường Ngô Quyền,Dự án Aqua Park Bắc Giang,43.0,10.0,,,,,,,Have certificate,Full,1.3
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Số 43,70.0,,14.0,,,2.0,2.0,,Have certificate,,9.9
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Nguyễn Văn Khối,64.0,,,,,4.0,4.0,4.0,Have certificate,,6.2
Hải Phòng,Lê Chân,Phường Vĩnh Niệm,Phố Trần Nguyên Hãn,62.0,,,,,4.0,4.0,4.0,Have certificate,,5.8
Hồ Chí Minh,Bình Thạnh,Phường 7,Đường Lê Quang Định,55.1,,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,6.9
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 11,94.0,4.0,,,,3.0,4.0,4.0,Have certificate,Full,7.7
Bắc Ninh,Từ Sơn,Phường Hương Mạc,Kim Thiều,167.0,,,,,,,,Have certificate,,1.4
Đà Nẵng,Ngũ Hành Sơn,Phường Hòa Hải,Đường Võ Văn Đồng,90.0,5.0,7.5,Bắc,Bắc,2.0,2.0,2.0,Have certificate,,3.9
Bình Định,Quy Nhơn,Phường Ghềnh Ráng,Đường 1,64.0,4.7,12.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,4.6
Hồ Chí Minh,Tân Bình,Phường 7,Đường nhà Bành Văn Trân,53.0,,6.0,,,1.0,1.0,1.0,Have certificate,Basic,6.6
Hà Nội,Đống Đa,Phường Quốc Tử Giám,Phố Hào Nam,44.0,3.9,2.0,,,5.0,5.0,4.0,Have certificate,Full,7.2
Đắk Lắk,Buôn Ma Thuột,Phường Tân Hoà,Hẻm 111,78.0,6.0,,Đông - Nam,,1.0,2.0,1.0,Have certificate,,1.5
Hà Nội,Hoàng Mai,Phường Yên Sở,Phố Hưng Phúc,52.0,3.4,,,,1.0,1.0,1.0,Have certificate,,6.8
Hà Nội,Hoàn Kiếm,Phường Chương Dương,Đường Bạch Đằng,26.0,3.7,,Nam,,6.0,,,Have certificate,,6.0
Hà Nội,Đống Đa,Phường Thổ Quan,Phố Khâm Thiên,30.0,3.4,3.0,,,6.0,4.0,5.0,,Full,5.65
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Nguyễn An Ninh,100.0,5.1,8.0,Nam,,1.0,3.0,2.0,,,5.2
Đồng Nai,Biên Hòa,Phường Thống Nhất,Đường D2,75.0,4.2,8.0,Đông,Đông,4.0,4.0,4.0,,,7.9
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hào Nam,32.0,,,,,4.0,,,Have certificate,Full,6.1
Bình Thuận,Phan Thiết,Xã Tiến Thành,Dự án NovaWorld Phan Thiết,120.0,,,,,,3.0,3.0,Sale contract,,3.9
Yên Bái,Yên Bái,Phường Nguyễn Thái Học,Dự án Vincom Yên Bái,75.0,6.0,6.0,,,4.0,3.0,4.0,Have certificate,,4.4
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Phố Hai Bà Trưng,75.0,,,,,2.0,2.0,2.0,Have certificate,,3.75
Hà Nội,Hà Đông,Phường Phú La,Đường Trần Đăng Ninh,42.0,4.0,,Tây - Bắc,,4.0,,,Have certificate,,9.0
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,91.0,7.0,20.0,Đông - Nam,Đông - Nam,2.0,,,Have certificate,,8.7
Khánh Hòa,Nha Trang,Phường Phước Long,Phước Long,126.6,6.65,12.0,Đông - Nam,Đông - Nam,,,,,Basic,5.5
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Trần Khát Chân,30.0,3.3,2.0,,,5.0,3.0,4.0,Have certificate,Full,4.6
Hà Nội,Tây Hồ,Phường Nhật Tân,Ố 7H/15/351,56.0,4.8,3.0,Nam,Nam,6.0,4.0,4.0,,Full,5.3
Bình Dương,Dĩ An,Phường Dĩ An,Đường 3,70.0,,,,,,,,Have certificate,Basic,4.3
Hồ Chí Minh,Bình Tân,Phường An Lạc,Đường Hồ Ngọc Lãm,54.0,,6.0,,,4.0,4.0,3.0,,,7.0
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường Chế Lan Viên,116.0,8.0,5.0,,,1.0,3.0,3.0,Have certificate,Full,6.99
Hà Nội,Hai Bà Trưng,Phường Phố Huế,Phố Phố Huế,18.0,,,,,5.0,2.0,3.0,,Full,1.75
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Lê Đức Thọ,71.0,4.1,3.0,,,,2.0,,Have certificate,,4.9
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,Đường Làng Tăng Phú,67.0,,,,,3.0,3.0,3.0,Have certificate,,5.5
Hà Nội,Tây Hồ,Phường Phú Thượng,Phú Thượng,45.0,,,,,5.0,3.0,4.0,Have certificate,Basic,6.9
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lý Chính Thắng,36.0,,,,,5.0,4.0,4.0,Have certificate,Basic,9.5
Hà Nội,Ba Đình,Phường Kim Mã,Phố Kim Mã,45.0,5.0,,,,5.0,3.0,5.0,Have certificate,Full,7.8
Hồ Chí Minh,Hóc Môn,Xã Xuân Thới Sơn,Đường Nguyễn Văn Bứa,45.0,4.5,6.0,,,1.0,2.0,2.0,Have certificate,Basic,2.3
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Trương Phước Phan,57.0,4.0,7.0,,,4.0,4.0,5.0,Have certificate,Basic,6.8
Bình Dương,Bến Cát,,Phường Tân Định,389.0,,,,,,,,Have certificate,Basic,5.0
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hòa,36.0,4.0,8.0,,,2.0,2.0,2.0,Have certificate,,3.68
Hồ Chí Minh,Quận 8,Phường 16,Hẻm 400,45.0,4.5,2.0,Đông - Nam,,1.0,2.0,1.0,Have certificate,,3.7
Hà Nội,Hoài Đức,Xã Kim Chung,Đường Yên Vĩnh,43.0,,,,,4.0,4.0,3.0,Have certificate,Basic,4.7
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,62.5,5.0,,,,5.0,,,Have certificate,,7.5
Khánh Hòa,Nha Trang,Phường Vĩnh Nguyên,28/1B,102.7,6.0,3.0,Đông - Bắc,Đông - Bắc,1.0,2.0,1.0,Have certificate,,3.2
Hồ Chí Minh,Quận 1,Phường Cầu Kho,Đường Nguyễn Cảnh Chân,34.47,3.05,6.0,,,,,,Have certificate,,5.65
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường An Thượng,75.0,6.0,3.5,,,,,,Have certificate,,4.4
Hà Nội,Nam Từ Liêm,Phường Cầu Diễn,Đường Nguyễn Cơ Thạch,34.0,3.7,,,,7.0,,,Have certificate,Full,9.0
Hồ Chí Minh,Quận 8,Phường 6,Dự án Green River quận 8,138.0,,8.0,,,2.0,2.0,3.0,Have certificate,Basic,5.2
Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,45.0,5.0,5.0,,,6.0,3.0,6.0,Have certificate,,8.25
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,65.0,,,,,4.0,4.0,5.0,Have certificate,Full,8.2
Hà Nội,Hai Bà Trưng,Phường Lê Đại Hành,Đường Vân Hồ III,29.0,3.8,5.0,,,5.0,3.0,4.0,Have certificate,Full,6.7
Hồ Chí Minh,Nhà Bè,Xã Phú Xuân,Dự án Green Riverside,91.2,6.5,8.0,Tây - Nam,Tây - Nam,4.0,4.0,6.0,Have certificate,Full,9.5
Hồ Chí Minh,Gò Vấp,Phường 13,Đường Số 1,52.0,4.0,10.0,,,4.0,4.0,5.0,,,5.95
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Phố Lạc Trung,50.0,4.5,,,,5.0,8.0,5.0,Have certificate,,7.5
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,61.0,4.4,2.0,,,5.0,9.0,9.0,Have certificate,Full,9.9
Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Giáp Bát,35.0,4.1,2.5,,,4.0,3.0,3.0,Have certificate,Full,4.69
Hà Nội,Nam Từ Liêm,Phường Phương Canh,Đường Xuân Phương,45.0,,,,,5.0,5.0,4.0,Have certificate,,7.5
Long An,Bến Lức,Xã Lương Hòa,Dự án LA Home Long An,90.0,,,,,3.0,3.0,,Sale contract,,3.0
Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Đường Lý Chính Thắng,35.0,,,,,5.0,,,,,9.1
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 38,95.0,,,,,3.0,5.0,3.0,Have certificate,Basic,5.2
Hồ Chí Minh,Quận 7,Phường Phú Thuận,Dự án An Gia Riverside,157.0,,,,Bắc,,,,Have certificate,Basic,6.1
Lâm Đồng,Bảo Lâm,Xã Lộc Ngãi,Đường ĐT 725,580.0,,,,,,2.0,2.0,Have certificate,Full,3.0
Hà Nội,Hà Đông,Phường Văn Quán,Đường Yên Phúc,56.0,4.5,6.0,,,3.0,2.0,3.0,Have certificate,Full,9.0
Hà Nội,Đống Đa,Phường Khương Thượng,Đường Trường Chinh,41.0,3.9,2.5,,,5.0,4.0,4.0,Have certificate,Basic,8.2
Hồ Chí Minh,Tân Bình,Phường 13,Đường Tân Hải,61.0,,,,,3.0,4.0,3.0,,,9.1
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Phan Văn Trị,60.0,4.5,4.0,,,3.0,2.0,2.0,Have certificate,Full,6.0
Hà Nội,Ba Đình,Phường Vĩnh Phúc,Đường Hoàng Hoa Thám,40.0,,,,,5.0,3.0,,Have certificate,Basic,6.5
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,37.0,,,,,,,,Have certificate,,6.5
Bắc Ninh,Bắc Ninh,,Phường Đại Phúc,83.0,6.0,7.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Basic,5.7
Hà Nội.,Nam Từ Liêm,Phường Cầu Diễn,Đường Hồ Tùng Mậu,64.0,,,,,4.0,7.0,,,Full,9.46
Đồng Nai,Biên Hòa,Phường An Bình,Đường 10,110.0,5.0,3.5,Tây,,3.0,4.0,3.0,Have certificate,,4.5
Bình Dương,Thuận An,Phường Thuận Giao,Dự án Lộc Phát Residence,64.0,4.0,12.0,,,2.0,4.0,4.0,Have certificate,Full,3.6
Hồ Chí Minh,Tân Bình,Phường 11,Đường Lạc Long Quân,70.0,4.5,4.0,,,2.0,4.0,2.0,Have certificate,Basic,6.25
Hồ Chí Minh,Bình Thạnh,Phường 7,Đường Nơ Trang Long,22.0,3.0,5.0,,,2.0,2.0,2.0,Have certificate,Full,4.15
Hà Nội,Hà Đông,Phường Kiến Hưng,Đường Mậu Lương,33.0,3.3,2.0,Tây - Nam,Tây - Nam,4.0,3.0,3.0,Have certificate,Full,4.2
Bình Dương,Thuận An,Phường An Phú,Dự án VSIP 1,150.0,,,Bắc,,2.0,7.0,,Have certificate,,6.7
Hồ Chí Minh,Nhà Bè,Thị trấn Nhà Bè,Dự án Sài Gòn Mới,76.0,4.0,10.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,7.5
Hà Nội.,Đống Đa,Phường Láng Hạ,Đường Nguyễn Chí Thanh,30.0,8.5,4.5,Đông - Bắc,,2.0,2.0,2.0,Have certificate,,6.1
Đà Nẵng,Liên Chiểu,Phường Hòa Khánh Bắc,Đường Lạc Long Quân,84.0,5.0,3.5,,,1.0,3.0,2.0,Have certificate,Basic,2.4
